code,label
M41.53,Autres formes de scoliose secondaire - \ Région cervicodorsal \
M41.54,Autres formes de scoliose secondaire - \ Région dorsale \
M41.55,Autres formes de scoliose secondaire - \ Région dorsolombaire \
M41.56,Autres formes de scoliose secondaire - \ Région lombaire \
M41.57,Autres formes de scoliose secondaire - \ Région lombosacrée \
M41.58,Autres formes de scoliose secondaire - \ Région sacrée et sacrococcygienne \
M41.59,Autres formes de scoliose secondaire - \ Localisation non précisée \
M41.8,Autres formes de scoliose
M41.80,Autres formes de scoliose - \ Localisations vertébrales multiples \
M41.81,Autres formes de scoliose - \ Région occipito-atloïdo-axoïdienne \
M41.82,Autres formes de scoliose - \ Région cervicale \
M41.83,Autres formes de scoliose - \ Région cervicodorsal \
M41.84,Autres formes de scoliose - \ Région dorsale \
M41.85,Autres formes de scoliose - \ Région dorsolombaire \
M41.86,Autres formes de scoliose - \ Région lombaire \
M41.87,Autres formes de scoliose - \ Région lombosacrée \
M41.88,Autres formes de scoliose - \ Région sacrée et sacrococcygienne \
M41.89,Autres formes de scoliose - \ Localisation non précisée \
M41.9,"Scoliose, sans précision"
M41.90,"Scoliose, sans précision - \ Localisations vertébrales multiples \"
M41.91,"Scoliose, sans précision - \ Région occipito-atloïdo-axoïdienne \"
M41.92,"Scoliose, sans précision - \ Région cervicale \"
M41.93,"Scoliose, sans précision - \ Région cervicodorsal \"
M41.94,"Scoliose, sans précision - \ Région dorsale \"
M41.95,"Scoliose, sans précision - \ Région dorsolombaire \"
M41.96,"Scoliose, sans précision - \ Région lombaire \"
M41.97,"Scoliose, sans précision - \ Région lombosacrée \"
M41.98,"Scoliose, sans précision - \ Région sacrée et sacrococcygienne \"
M41.99,"Scoliose, sans précision - \ Localisation non précisée \"
M42.0,Ostéochondrite vertébrale juvénile
M42.00,Ostéochondrite vertébrale juvénile - \ Localisations vertébrales multiples \
M42.01,Ostéochondrite vertébrale juvénile - \ Région occipito-atloïdo-axoïdienne \
M42.02,Ostéochondrite vertébrale juvénile - \ Région cervicale \
M42.03,Ostéochondrite vertébrale juvénile - \ Région cervicodorsal \
M42.04,Ostéochondrite vertébrale juvénile - \ Région dorsale \
M42.05,Ostéochondrite vertébrale juvénile - \ Région dorsolombaire \
M42.06,Ostéochondrite vertébrale juvénile - \ Région lombaire \
M42.07,Ostéochondrite vertébrale juvénile - \ Région lombosacrée \
M42.08,Ostéochondrite vertébrale juvénile - \ Région sacrée et sacrococcygienne \
M42.09,Ostéochondrite vertébrale juvénile - \ Localisation non précisée \
M42.1,Ostéochondrite vertébrale de l'adulte
M42.10,Ostéochondrite vertébrale de l'adulte - \ Localisations vertébrales multiples \
M42.11,Ostéochondrite vertébrale de l'adulte - \ Région occipito-atloïdo-axoïdienne \
M42.12,Ostéochondrite vertébrale de l'adulte - \ Région cervicale \
M42.13,Ostéochondrite vertébrale de l'adulte - \ Région cervicodorsal \
M42.14,Ostéochondrite vertébrale de l'adulte - \ Région dorsale \
M42.15,Ostéochondrite vertébrale de l'adulte - \ Région dorsolombaire \
M42.16,Ostéochondrite vertébrale de l'adulte - \ Région lombaire \
M42.17,Ostéochondrite vertébrale de l'adulte - \ Région lombosacrée \
M42.18,Ostéochondrite vertébrale de l'adulte - \ Région sacrée et sacrococcygienne \
M42.19,Ostéochondrite vertébrale de l'adulte - \ Localisation non précisée \
M42.9,"Ostéochondrite vertébrale, sans précision"
M42.90,"Ostéochondrite vertébrale, sans précision - \ Localisations vertébrales multiples \"
M42.91,"Ostéochondrite vertébrale, sans précision - \ Région occipito-atloïdo-axoïdienne \"
M42.92,"Ostéochondrite vertébrale, sans précision - \ Région cervicale \"
M42.93,"Ostéochondrite vertébrale, sans précision - \ Région cervicodorsal \"
M42.94,"Ostéochondrite vertébrale, sans précision - \ Région dorsale \"
M42.95,"Ostéochondrite vertébrale, sans précision - \ Région dorsolombaire \"
M42.96,"Ostéochondrite vertébrale, sans précision - \ Région lombaire \"
M42.97,"Ostéochondrite vertébrale, sans précision - \ Région lombosacrée \"
M42.98,"Ostéochondrite vertébrale, sans précision - \ Région sacrée et sacrococcygienne \"
M42.99,"Ostéochondrite vertébrale, sans précision - \ Localisation non précisée \"
M43,Autres dorsopathies avec déformation
M88,Maladie osseuse de Paget [ostéite déformante]
Q76.0,Spina bifida occulta
Q76.1,Syndrome de Klippel–Feil
Q76.2,Spondylolisthésis congénital
M43.0,Spondylolyse
M43.00,Spondylolyse - \ Localisations vertébrales multiples \
M43.01,Spondylolyse - \ Région occipito-atloïdo-axoïdienne \
M43.02,Spondylolyse - \ Région cervicale \
M43.03,Spondylolyse - \ Région cervicodorsal \
M43.04,Spondylolyse - \ Région dorsale \
M43.05,Spondylolyse - \ Région dorsolombaire \
M43.06,Spondylolyse - \ Région lombaire \
M43.07,Spondylolyse - \ Région lombosacrée \
M43.08,Spondylolyse - \ Région sacrée et sacrococcygienne \
M43.09,Spondylolyse - \ Localisation non précisée \
M43.1,Spondylolisthésis
M43.10,Spondylolisthésis - \ Localisations vertébrales multiples \
M43.11,Spondylolisthésis - \ Région occipito-atloïdo-axoïdienne \
M43.12,Spondylolisthésis - \ Région cervicale \
M43.13,Spondylolisthésis - \ Région cervicodorsal \
M43.14,Spondylolisthésis - \ Région dorsale \
M43.15,Spondylolisthésis - \ Région dorsolombaire \
M43.16,Spondylolisthésis - \ Région lombaire \
M43.17,Spondylolisthésis - \ Région lombosacrée \
M43.18,Spondylolisthésis - \ Région sacrée et sacrococcygienne \
M43.19,Spondylolisthésis - \ Localisation non précisée \
M96.0,Pseudarthrose après arthrodèse
Z98.1,Arthrodèse
M43.20,Autres soudures vertébrales - \ Localisations vertébrales multiples \
M43.21,Autres soudures vertébrales - \ Région occipito-atloïdo-axoïdienne \
M43.22,Autres soudures vertébrales - \ Région cervicale \
M43.23,Autres soudures vertébrales - \ Région cervicodorsal \
M43.24,Autres soudures vertébrales - \ Région dorsale \
M43.25,Autres soudures vertébrales - \ Région dorsolombaire \
M43.26,Autres soudures vertébrales - \ Région lombaire \
M43.27,Autres soudures vertébrales - \ Région lombosacrée \
M43.28,Autres soudures vertébrales - \ Région sacrée et sacrococcygienne \
M43.29,Autres soudures vertébrales - \ Localisation non précisée \
M43.3,Subluxation récidivante atloïdoaxoïdienne avec myélopathie
M43.30,Subluxation récidivante atloïdoaxoïdienne avec myélopathie - \ Localisations vertébrales multiples \
M43.31,Subluxation récidivante atloïdoaxoïdienne avec myélopathie - \ Région occipito-atloïdo-axoïdienne \
M43.32,Subluxation récidivante atloïdoaxoïdienne avec myélopathie - \ Région cervicale \
M43.33,Subluxation récidivante atloïdoaxoïdienne avec myélopathie - \ Région cervicodorsal \
M43.34,Subluxation récidivante atloïdoaxoïdienne avec myélopathie - \ Région dorsale \
M43.35,Subluxation récidivante atloïdoaxoïdienne avec myélopathie - \ Région dorsolombaire \
M43.36,Subluxation récidivante atloïdoaxoïdienne avec myélopathie - \ Région lombaire \
M43.37,Subluxation récidivante atloïdoaxoïdienne avec myélopathie - \ Région lombosacrée \
M43.38,Subluxation récidivante atloïdoaxoïdienne avec myélopathie - \ Région sacrée et sacrococcygienne \
M43.39,Subluxation récidivante atloïdoaxoïdienne avec myélopathie - \ Localisation non précisée \
M43.4,Autres subluxations atloïdoaxoïdiennes récidivantes
M43.40,Autres subluxations atloïdoaxoïdiennes récidivantes - \ Localisations vertébrales multiples \
M43.41,Autres subluxations atloïdoaxoïdiennes récidivantes - \ Région occipito-atloïdo-axoïdienne \
M43.42,Autres subluxations atloïdoaxoïdiennes récidivantes - \ Région cervicale \
M43.43,Autres subluxations atloïdoaxoïdiennes récidivantes - \ Région cervicodorsal \
M43.44,Autres subluxations atloïdoaxoïdiennes récidivantes - \ Région dorsale \
M43.45,Autres subluxations atloïdoaxoïdiennes récidivantes - \ Région dorsolombaire \
M43.46,Autres subluxations atloïdoaxoïdiennes récidivantes - \ Région lombaire \
M43.47,Autres subluxations atloïdoaxoïdiennes récidivantes - \ Région lombosacrée \
M43.48,Autres subluxations atloïdoaxoïdiennes récidivantes - \ Région sacrée et sacrococcygienne \
M43.49,Autres subluxations atloïdoaxoïdiennes récidivantes - \ Localisation non précisée \
M43.5,Autres subluxations vertébrales récidivantes
M99,"Lésions biomécaniques, non classées ailleurs"
M43.50,Autres subluxations vertébrales récidivantes - \ Localisations vertébrales multiples \
M43.51,Autres subluxations vertébrales récidivantes - \ Région occipito-atloïdo-axoïdienne \
M43.52,Autres subluxations vertébrales récidivantes - \ Région cervicale \
M43.53,Autres subluxations vertébrales récidivantes - \ Région cervicodorsal \
M43.54,Autres subluxations vertébrales récidivantes - \ Région dorsale \
M43.55,Autres subluxations vertébrales récidivantes - \ Région dorsolombaire \
M43.56,Autres subluxations vertébrales récidivantes - \ Région lombaire \
M43.57,Autres subluxations vertébrales récidivantes - \ Région lombosacrée \
M43.58,Autres subluxations vertébrales récidivantes - \ Région sacrée et sacrococcygienne \
M43.59,Autres subluxations vertébrales récidivantes - \ Localisation non précisée \
P15.2,Lésion sterno-cléido-mastoïdienne due à un traumatisme obstétrical
Q68.0,Anomalie morphologique congénitale des muscles sterno-cléido-mastoïdiens
M43.60,Torticolis - \ Localisations vertébrales multiples \
M43.61,Torticolis - \ Région occipito-atloïdo-axoïdienne \
M43.62,Torticolis - \ Région cervicale \
M43.63,Torticolis - \ Région cervicodorsal \
M43.64,Torticolis - \ Région dorsale \
M43.65,Torticolis - \ Région dorsolombaire \
M43.66,Torticolis - \ Région lombaire \
M43.67,Torticolis - \ Région lombosacrée \
M43.68,Torticolis - \ Région sacrée et sacrococcygienne \
M43.69,Torticolis - \ Localisation non précisée \
M43.8,Autres dorsopathies avec déformation précisées
M43.80,Autres dorsopathies avec déformation précisées - \ Localisations vertébrales multiples \
M43.81,Autres dorsopathies avec déformation précisées - \ Région occipito-atloïdo-axoïdienne \
M43.82,Autres dorsopathies avec déformation précisées - \ Région cervicale \
M43.83,Autres dorsopathies avec déformation précisées - \ Région cervicodorsal \
M43.84,Autres dorsopathies avec déformation précisées - \ Région dorsale \
M43.85,Autres dorsopathies avec déformation précisées - \ Région dorsolombaire \
M43.86,Autres dorsopathies avec déformation précisées - \ Région lombaire \
M43.87,Autres dorsopathies avec déformation précisées - \ Région lombosacrée \
M43.88,Autres dorsopathies avec déformation précisées - \ Région sacrée et sacrococcygienne \
M43.89,Autres dorsopathies avec déformation précisées - \ Localisation non précisée \
M43.9,"Dorsopathie avec déformation, sans précision"
M43.90,"Dorsopathie avec déformation, sans précision - \ Localisations vertébrales multiples \"
M43.91,"Dorsopathie avec déformation, sans précision - \ Région occipito-atloïdo-axoïdienne \"
M43.92,"Dorsopathie avec déformation, sans précision - \ Région cervicale \"
M43.93,"Dorsopathie avec déformation, sans précision - \ Région cervicodorsal \"
M43.94,"Dorsopathie avec déformation, sans précision - \ Région dorsale \"
M43.95,"Dorsopathie avec déformation, sans précision - \ Région dorsolombaire \"
M43.96,"Dorsopathie avec déformation, sans précision - \ Région lombaire \"
M43.97,"Dorsopathie avec déformation, sans précision - \ Région lombosacrée \"
M43.98,"Dorsopathie avec déformation, sans précision - \ Région sacrée et sacrococcygienne \"
M43.99,"Dorsopathie avec déformation, sans précision - \ Localisation non précisée \"
M45-M49,Spondylopathies
M45-M490,Spondylopathies - \ Localisations vertébrales multiples \
M45-M491,Spondylopathies - \ Région occipito-atloïdo-axoïdienne \
M45-M492,Spondylopathies - \ Région cervicale \
M45-M493,Spondylopathies - \ Région cervicodorsal \
M45-M494,Spondylopathies - \ Région dorsale \
M45-M495,Spondylopathies - \ Région dorsolombaire \
M45-M496,Spondylopathies - \ Région lombaire \
M45-M497,Spondylopathies - \ Région lombosacrée \
M45-M498,Spondylopathies - \ Région sacrée et sacrococcygienne \
M45-M499,Spondylopathies - \ Localisation non précisée \
M46,Autres spondylopathies inflammatoires
M46.0,Enthésopathie spinale
M46.00,Enthésopathie spinale - \ Localisations vertébrales multiples \
M46.01,Enthésopathie spinale - \ Région occipito-atloïdo-axoïdienne \
M46.02,Enthésopathie spinale - \ Région cervicale \
M46.03,Enthésopathie spinale - \ Région cervicodorsal \
M46.04,Enthésopathie spinale - \ Région dorsale \
M46.05,Enthésopathie spinale - \ Région dorsolombaire \
M46.06,Enthésopathie spinale - \ Région lombaire \
M46.07,Enthésopathie spinale - \ Région lombosacrée \
M46.08,Enthésopathie spinale - \ Région sacrée et sacrococcygienne \
M67.48,Kyste - \ Autres \
M46.09,Enthésopathie spinale - \ Localisation non précisée \
M46.1,"Sacro-iliite, non classée ailleurs"
M46.10,"Sacro-iliite, non classée ailleurs - \ Localisations vertébrales multiples \"
M46.11,"Sacro-iliite, non classée ailleurs - \ Région occipito-atloïdo-axoïdienne \"
M46.12,"Sacro-iliite, non classée ailleurs - \ Région cervicale \"
M46.13,"Sacro-iliite, non classée ailleurs - \ Région cervicodorsal \"
M46.14,"Sacro-iliite, non classée ailleurs - \ Région dorsale \"
M46.15,"Sacro-iliite, non classée ailleurs - \ Région dorsolombaire \"
M46.16,"Sacro-iliite, non classée ailleurs - \ Région lombaire \"
M46.17,"Sacro-iliite, non classée ailleurs - \ Région lombosacrée \"
M46.18,"Sacro-iliite, non classée ailleurs - \ Région sacrée et sacrococcygienne \"
M46.19,"Sacro-iliite, non classée ailleurs - \ Localisation non précisée \"
M46.2,Ostéomyélite vertébrale
M46.20,Ostéomyélite vertébrale - \ Localisations vertébrales multiples \
M46.21,Ostéomyélite vertébrale - \ Région occipito-atloïdo-axoïdienne \
M46.22,Ostéomyélite vertébrale - \ Région cervicale \
M46.23,Ostéomyélite vertébrale - \ Région cervicodorsal \
M46.24,Ostéomyélite vertébrale - \ Région dorsale \
M46.25,Ostéomyélite vertébrale - \ Région dorsolombaire \
M46.26,Ostéomyélite vertébrale - \ Région lombaire \
M46.27,Ostéomyélite vertébrale - \ Région lombosacrée \
M46.28,Ostéomyélite vertébrale - \ Région sacrée et sacrococcygienne \
